alpha,n_runs,accuracy_mean,accuracy_std,n_features_mean,n_features_std,fitness_mean,fitness_std
0.7,10,0.9657894736842104,0.01625373346162258,2.8,0.4216370213557839,0.051947368421052645,0.01143912566493829
0.8,10,0.9798245614035087,0.010979522430127805,4.5,1.0801234497346435,0.046140350877192995,0.01202490490399564
0.9,10,0.9850877192982456,0.008321783316232564,6.6,1.6465452046971292,0.035421052631578964,0.008899443564401045
